Time	EMG
3.412	-0.250702
3.413	-0.312782
3.414	-0.16294
3.415	0.0701247
3.416	0.426359
3.417	0.440023
3.418	0.146526
3.419	-0.108854
3.42	-0.233231
3.421	-0.216984
3.422	-0.395311
3.423	-0.1719
3.424	0.177132
3.425	0.335405
3.426	0.370482
3.427	0.207152
3.428	-0.213952
3.429	-0.368814
3.43	-0.01252
3.431	0.107485
3.432	0.0758822
3.433	-0.174257
3.434	-0.249145
3.435	0.0212901
3.436	0.324216
3.437	0.332274
3.438	-0.166386
3.439	-0.276908
3.44	0.128228
3.441	0.193749
3.442	-0.137284
3.443	-0.346856
3.444	0.0566137
3.445	0.188973
3.446	-0.0345425
3.447	-0.0451785
3.448	0.172586
3.449	0.00425608
3.45	-0.114623
3.451	0.101273
3.452	0.169686
3.453	-0.142485
3.454	-0.262263
3.455	-0.101516
3.456	0.124821
3.457	0.0825513
3.458	0.0224933
3.459	0.0926724
3.46	0.199002
3.461	0.0463172
3.462	-0.313528
3.463	-0.240873
3.464	-0.0420161
3.465	0.160961
3.466	0.179235
3.467	0.09303
3.468	0.0749452
3.469	-0.112062
3.47	-0.0605724
3.471	-0.011842
3.472	-0.330526
3.473	-0.112838
3.474	0.532983
3.475	0.239531
3.476	-0.263981
3.477	-0.0266702
3.478	-0.0399378
3.479	-0.269558
3.48	-0.077691
3.481	0.283143
3.482	0.120632
3.483	0.0442574
3.484	0.115911
3.485	-0.0372628
3.486	-0.162386
3.487	-0.105066
3.488	-0.122033
3.489	-0.20664
3.49	0.022326
3.491	0.331337
3.492	0.341438
3.493	-0.0159688
3.494	-0.00177133
3.495	-0.0759862
3.496	-0.203799
3.497	-0.0952705
3.498	-0.19788
3.499	-0.147324
3.5	0.196712
3.501	0.150084
3.502	0.190709
3.503	0.171223
3.504	0.188616
3.505	-0.0469719
3.506	-0.404993
3.507	-0.345892
3.508	-0.00115145
3.509	0.066457
3.51	-0.000823473
3.511	0.164344
3.512	0.254456
3.513	0.187961
3.514	-0.000865932
3.515	-0.0980159
3.516	-0.245275
3.517	-0.273607
3.518	-0.086757
3.519	0.212055
3.52	0.260686
3.521	0.0941531
3.522	-0.167856
3.523	-0.177378
3.524	-0.11133
3.525	0.138698
3.526	0.495926
3.527	0.203679
3.528	-0.517824
3.529	-0.583531
