Time	Lead II
4.48	-0.0299215
4.49	0.00130376
4.5	0.0117321
4.51	0.00409988
4.52	0.00444461
4.53	-0.0255738
4.54	-0.0130472
4.55	-0.0232786
4.56	-0.0350362
4.57	-0.0285785
4.58	-0.0529158
4.59	-0.0289319
4.6	-0.0302616
4.61	-0.0307431
4.62	-0.00542175
4.63	-0.0232499
4.64	-0.0113698
4.65	-0.0199727
4.66	-0.0270665
4.67	-0.00383952
4.68	-0.00694859
4.69	0.0387192
4.7	0.0685991
4.71	0.0965727
4.72	0.132005
4.73	0.0931486
4.74	0.0688779
4.75	0.000855031
4.76	-0.0637696
4.77	-0.0786775
4.78	-0.115417
4.79	-0.109159
4.8	-0.122414
4.81	-0.12601
4.82	-0.127906
4.83	-0.167074
4.84	0.0578586
4.85	0.585685
4.86	1.01633
4.87	0.849423
4.88	0.354666
4.89	0.0532949
4.9	-0.0630874
4.91	-0.0954166
4.92	-0.0959038
4.93	-0.122293
4.94	-0.0974741
4.95	-0.100441
4.96	-0.104335
4.97	-0.0907252
4.98	-0.109118
4.99	-0.082691
5	-0.0901318
5.01	-0.0994219
5.02	-0.0772414
5.03	-0.084568
5.04	-0.0588092
5.05	-0.0627323
5.06	-0.059745
5.07	-0.0380327
5.08	-0.0450355
5.09	-0.00127688
5.1	0.0077315
5.11	0.00651941
5.12	0.0187627
5.13	-0.0062353
5.14	4.34858e-05
5.15	-0.0213395
5.16	-0.036705
5.17	-0.0244065
5.18	-0.0421048
5.19	-0.0220265
5.2	-0.0366132
5.21	-0.0377445
5.22	-0.00552681
5.23	-0.0224308
5.24	-0.00646891
5.25	-0.0154343
5.26	-0.0187006
5.27	-0.00542418
5.28	-0.0351176
5.29	-0.0175013
5.3	-0.0129056
5.31	-0.000208834
5.32	0.0434996
5.33	0.043878
5.34	0.0920289
5.35	0.117346
5.36	0.102425
5.37	0.0739099
5.38	-0.00522434
5.39	-0.0352366
5.4	-0.0702589
5.41	-0.094921
5.42	-0.098641
5.43	-0.129608
5.44	-0.110776
5.45	-0.136443
5.46	-0.150801
5.47	0.0601387
5.48	0.565379
5.49	1.03413
5.5	0.860585
5.51	0.387504
5.52	0.0712427
5.53	-0.0749483
5.54	-0.0830821
5.55	-0.105552
5.56	-0.116034
5.57	-0.106016
5.58	-0.135419
5.59	-0.111594
5.6	-0.109326
5.61	-0.10238
5.62	-0.0817278
5.63	-0.108768
5.64	-0.08985
5.65	-0.0921131
5.66	-0.0934538
5.67	-0.0750248
5.68	-0.0914552
5.69	-0.0628878
5.7	-0.057917
5.71	-0.047206
5.72	-0.0164342
5.73	-0.0270645
5.74	-0.00517715
5.75	-0.0163506
5.76	-0.0255858
5.77	-0.0170259
5.78	-0.035817
5.79	-0.0137517
5.8	-0.023946
5.81	-0.0272343
5.82	-0.0105397
5.83	-0.0361707
5.84	-0.0198437
5.85	-0.0249736
5.86	-0.0236408
5.87	-0.00169135
5.88	-0.0208847
5.89	-0.00461706
5.9	-0.0252705
5.91	-0.0425495
5.92	-0.0325742
5.93	-0.0395858
5.94	0.0114768
5.95	0.0374789
5.96	0.0671112
5.97	0.114789
5.98	0.100439
5.99	0.0872299
6	0.0257149
6.01	-0.0416749
6.02	-0.0754926
6.03	-0.11809
6.04	-0.101788
6.05	-0.112217
6.06	-0.121929
6.07	-0.132075
6.08	-0.178274
6.09	-0.00174064
6.1	0.471284
6.11	0.979077
6.12	0.934124
6.13	0.457038
6.14	0.11502
6.15	-0.0551267
6.16	-0.116818
6.17	-0.111398
6.18	-0.131869
6.19	-0.109382
6.2	-0.109947
6.21	-0.104745
6.22	-0.0886569
6.23	-0.106838
6.24	-0.0856001
6.25	-0.0988791
6.26	-0.101487
6.27	-0.0756135
6.28	-0.0908983
6.29	-0.0734238
6.3	-0.083873
6.31	-0.0855546
6.32	-0.0672678
6.33	-0.0798315
6.34	-0.0482081
6.35	-0.0445903
6.36	-0.0345946
6.37	-0.010991
6.38	-0.0250468
6.39	-0.011203
6.4	-0.0384149
6.41	-0.0520436
6.42	-0.0384835
6.43	-0.0597137
6.44	-0.0387236
6.45	-0.0392705
6.46	-0.0278939
6.47	-0.00941477
6.48	-0.0324513
6.49	-0.0201441
6.5	-0.0397122
6.51	-0.0480579
6.52	-0.0374169
6.53	-0.061495
6.54	-0.0370578
6.55	-0.0399386
6.56	-0.0284341
6.57	0.0117605
6.58	0.0194884
6.59	0.0836017
6.6	0.112991
6.61	0.111938
6.62	0.0861465
6.63	0.00277202
6.64	-0.0374171
6.65	-0.0867113
6.66	-0.109238
6.67	-0.10287
6.68	-0.135064
6.69	-0.123495
6.7	-0.149355
6.71	-0.157054
6.72	0.0556456
6.73	0.557558
6.74	1.02901
6.75	0.864589
6.76	0.393822
6.77	0.0717561
6.78	-0.0859789
6.79	-0.100518
6.8	-0.116845
6.81	-0.123901
6.82	-0.110755
6.83	-0.118348
6.84	-0.0879595
6.85	-0.108006
6.86	-0.117521
6.87	-0.100569
6.88	-0.111653
6.89	-0.0840452
6.9	-0.0899439
6.91	-0.0885873
6.92	-0.0711329
6.93	-0.0911268
6.94	-0.0760465
6.95	-0.0883812
6.96	-0.0816546
6.97	-0.0476154
6.98	-0.0453763
6.99	-0.0130909
7	-0.0168701
7.01	-0.0121662
7.02	-0.00370455
7.03	-0.0410616
7.04	-0.0284803
7.05	-0.0361267
7.06	-0.0342147
7.07	-0.0117481
7.08	-0.0233866
7.09	0.00451423
7.1	-0.0166264
7.11	-0.0367949
7.12	-0.0266409
7.13	-0.0532362
7.14	-0.0405257
7.15	-0.0518057
7.16	-0.0567547
7.17	-0.0394641
7.18	-0.0441871
7.19	-0.015639
7.2	-0.0177703
7.21	0.00225504
7.22	0.0568601
7.23	0.0818492
7.24	0.118694
7.25	0.0790233
7.26	0.0292008
7.27	-0.0181795
7.28	-0.0892211
7.29	-0.10273
7.3	-0.133758
7.31	-0.13707
7.32	-0.112505
7.33	-0.135661
7.34	-0.142938
7.35	-0.0837801
7.36	0.270377
7.37	0.778876
7.38	0.79385
7.39	0.446574
7.4	0.10835
7.41	-0.0469089
7.42	-0.0797577
7.43	-0.106341
7.44	-0.0879311
7.45	-0.11041
7.46	-0.114829
7.47	-0.0959088
7.48	-0.106954
7.49	-0.0789014
7.5	-0.0868988
7.51	-0.0780299
7.52	-0.0527055
7.53	-0.0678091
7.54	-0.0432325
7.55	-0.0481737
7.56	-0.0452334
7.57	-0.0213285
7.58	-0.0237479
7.59	0.00927965
7.6	0.00962036
7.61	0.0174265
7.62	0.0349394
7.63	0.00167503
7.64	0.00620009
7.65	-0.0125623
7.66	-0.0240067
7.67	-0.0215321
7.68	-0.0365771
7.69	-0.00383741
7.7	-0.0173049
7.71	-0.0284674
7.72	-0.0201534
7.73	-0.0354922
7.74	-0.00926275
7.75	-0.0247765
7.76	-0.0382036
7.77	-0.0335169
7.78	-0.0602487
7.79	-0.0433226
7.8	-0.0558297
7.81	-0.0462733
7.82	-0.0107622
7.83	0.0023692
7.84	0.0643958
7.85	0.0967937
7.86	0.113232
7.87	0.0977845
7.88	0.0166387
7.89	-0.0220276
7.9	-0.0775662
7.91	-0.110417
7.92	-0.109721
7.93	-0.131482
7.94	-0.113658
7.95	-0.136592
7.96	-0.172993
7.97	-0.109179
7.98	0.219355
7.99	0.753057
8	0.813391
8.01	0.456081
8.02	0.125622
8.03	-0.0589833
8.04	-0.0927834
8.05	-0.117709
8.06	-0.11333
8.07	-0.108251
8.08	-0.131862
8.09	-0.0976011
8.1	-0.0976274
8.11	-0.0964503
8.12	-0.08393
8.13	-0.10376
8.14	-0.0763365
8.15	-0.0775809
8.16	-0.0660162
8.17	-0.0426878
8.18	-0.0428233
8.19	-0.00758963
8.2	-0.022904
8.21	-0.0239157
8.22	0.00468635
8.23	0.000765454
8.24	0.0213661
8.25	0.0079769
8.26	0.00522
8.27	0.00507518
8.28	-0.0277412
8.29	-0.0143748
8.3	-0.0306846
8.31	-0.032998
8.32	-0.0164563
8.33	-0.0263126
8.34	-0.00800386
8.35	-0.0281373
8.36	-0.0240323
8.37	-0.0126732
8.38	-0.0394223
8.39	-0.0312302
8.4	-0.0548509
8.41	-0.0548982
8.42	-0.041704
8.43	-0.0657215
8.44	-0.0392335
8.45	-0.0287901
8.46	0.00458091
8.47	0.0561526
8.48	0.0784889
8.49	0.121057
8.5	0.0848251
8.51	0.0372446
8.52	-0.00443467
8.53	-0.0715313
8.54	-0.0841667
8.55	-0.11972
8.56	-0.122119
8.57	-0.109686
8.58	-0.141655
8.59	-0.157779
8.6	-0.132656
8.61	0.190851
8.62	0.721291
8.63	0.825339
8.64	0.504995
8.65	0.139388
8.66	-0.0301462
8.67	-0.0795774
8.68	-0.119899
8.69	-0.103232
8.7	-0.119309
8.71	-0.11673
8.72	-0.0997963
8.73	-0.11533
8.74	-0.0897069
8.75	-0.0917205
8.76	-0.0790695
8.77	-0.0615792
8.78	-0.0825769
8.79	-0.0634066
8.8	-0.0670838
8.81	-0.0492928
8.82	-0.0530234
8.83	-0.0542812
8.84	-0.0159854
8.85	-0.016399
8.86	0.00575699
8.87	0.0135422
8.88	-0.00293884
8.89	0.0152648
8.9	-0.00857982
8.91	-0.0113186
8.92	-0.019282
8.93	-0.036644
8.94	-0.0172919
8.95	-0.0356174
8.96	-0.0228378
8.97	-0.0164475
8.98	-0.0269444
8.99	-0.00413373
9	-0.0316033
9.01	-0.02805
9.02	-0.0276847
9.03	-0.0516341
9.04	-0.0320113
9.05	-0.0276865
9.06	0.00729287
9.07	0.0450025
9.08	0.0773039
9.09	0.12832
9.1	0.102338
9.11	0.0659922
9.12	0.00209358
9.13	-0.0670452
9.14	-0.0818966
9.15	-0.118594
9.16	-0.116574
9.17	-0.124366
9.18	-0.144549
9.19	-0.15259
9.2	-0.182986
9.21	0.0416325
9.22	0.55734
9.23	0.867276
9.24	0.657182
9.25	0.232072
9.26	-0.00379977
9.27	-0.0845559
9.28	-0.127455
9.29	-0.116885
9.3	-0.1268
9.31	-0.109604
9.32	-0.107132
9.33	-0.122061
9.34	-0.096315
9.35	-0.108699
9.36	-0.095381
9.37	-0.0864798
9.38	-0.089743
9.39	-0.0575248
9.4	-0.0682948
9.41	-0.0451915
9.42	-0.0344142
9.43	-0.0414944
9.44	-0.0162425
9.45	-0.0352525
9.46	-0.0174375
9.47	-0.00422241
9.48	-0.010262
9.49	0.0145887
9.5	-0.011856
9.51	-0.0172999
9.52	-0.0287794
9.53	-0.047214
9.54	-0.0253966
9.55	-0.0461608
9.56	-0.0382617
9.57	-0.0274918
9.58	-0.0255971
9.59	-0.0123581
9.6	-0.0455121
9.61	-0.0436576
9.62	-0.0430293
9.63	-0.0426679
9.64	0.00559391
9.65	0.0173381
9.66	0.0652339
9.67	0.107032
9.68	0.116681
9.69	0.119126
9.7	0.0397721
9.71	-0.0166483
9.72	-0.066318
9.73	-0.10837
9.74	-0.0964585
9.75	-0.117085
9.76	-0.114167
9.77	-0.125913
9.78	-0.180676
9.79	-0.131093
9.8	0.169999
9.81	0.711455
9.82	0.860364
9.83	0.50746
9.84	0.158708
9.85	-0.0542963
9.86	-0.105386
9.87	-0.117296
9.88	-0.135949
9.89	-0.110501
9.9	-0.119273
9.91	-0.100779
9.92	-0.0942137
9.93	-0.105125
9.94	-0.0826727
9.95	-0.100263
9.96	-0.0888598
9.97	-0.0797749
9.98	-0.0744776
9.99	-0.038469
10	-0.0528985
10.01	-0.0392257
10.02	-0.032088
10.03	-0.039988
10.04	-0.00902393
10.05	-0.0132518
10.06	0.0106913
10.07	0.00352572
10.08	-0.0227369
10.09	-0.00249847
10.1	-0.0252696
10.11	-0.024469
10.12	-0.0325381
10.13	-0.0427482
10.14	-0.0136282
10.15	-0.0371121
10.16	-0.0298236
10.17	-0.0248639
10.18	-0.0428536
10.19	-0.0324868
10.2	-0.0499438
10.21	-0.0171418
10.22	0.00751771
10.23	0.0241393
10.24	0.0908322
10.25	0.109112
10.26	0.122283
10.27	0.0781976
10.28	0.00181998
10.29	-0.0292752
10.3	-0.0887529
10.31	-0.103612
10.32	-0.110097
10.33	-0.121184
10.34	-0.10723
10.35	-0.15053
10.36	-0.18052
10.37	-0.0564007
10.38	0.381612
10.39	0.851569
10.4	0.741412
10.41	0.353395
10.42	0.048934
10.43	-0.0936999
10.44	-0.107982
10.45	-0.129737
10.46	-0.116854
10.47	-0.116201
10.48	-0.121512
10.49	-0.091258
10.5	-0.109815
10.51	-0.0907991
10.52	-0.0867171
10.53	-0.0990661
10.54	-0.0741845
10.55	-0.0827944
10.56	-0.0571878
10.57	-0.0523338
10.58	-0.0555166
10.59	-0.0230953
10.6	-0.0398446
10.61	-0.0202653
10.62	-0.00892239
10.63	-0.013012
10.64	0.010102
10.65	-0.0115382
10.66	-0.0022656
10.67	-0.0118782
10.68	-0.0359968
10.69	-0.0201711
10.7	-0.0401081
10.71	-0.0214695
10.72	-0.0154809
10.73	-0.0288424
10.74	-0.0100851
10.75	-0.0341163
10.76	-0.0289502
10.77	-0.0332201
10.78	-0.0395091
10.79	0.00255491
10.8	0.00640179
10.81	0.0521463
10.82	0.102341
10.83	0.115353
10.84	0.107264
10.85	0.0290657
10.86	-0.020876
10.87	-0.0672153
10.88	-0.101737
10.89	-0.0957385
10.9	-0.124551
10.91	-0.119459
10.92	-0.135354
10.93	-0.183521
10.94	-0.144762
10.95	0.113583
10.96	0.652258
10.97	0.859446
10.98	0.54099
10.99	0.177829
11	-0.0479064
11.01	-0.097661
11.02	-0.11606
11.03	-0.130523
11.04	-0.0999379
11.05	-0.1194
11.06	-0.107365
11.07	-0.105203
11.08	-0.11403
11.09	-0.0906363
11.1	-0.0968815
11.11	-0.0739616
11.12	-0.0699313
11.13	-0.0777451
11.14	-0.0561059
11.15	-0.0728998
11.16	-0.0466059
11.17	-0.035947
11.18	-0.0409169
11.19	-0.0104403
11.2	-0.0172173
11.21	0.00182577
11.22	-0.0018543
11.23	-0.027738
11.24	-0.0158046
11.25	-0.0354013
11.26	-0.0264437
11.27	-0.0304929
11.28	-0.0399927
11.29	-0.0155705
11.3	-0.0338288
11.31	-0.0277374
11.32	-0.0392714
11.33	-0.0545107
11.34	-0.0282893
11.35	-0.0271858
11.36	0.00992189
11.37	0.033323
11.38	0.0664224
11.39	0.125946
11.4	0.114646
11.41	0.0989437
11.42	0.0368715
11.43	-0.0408634
11.44	-0.0611709
11.45	-0.101021
11.46	-0.107668
11.47	-0.122048
11.48	-0.131939
11.49	-0.124543
11.5	-0.181461
11.51	-0.0830562
11.52	0.306584
11.53	0.775468
11.54	0.791506
11.55	0.389892
11.56	0.078504
11.57	-0.0623549
11.58	-0.107802
11.59	-0.0917147
11.6	-0.109701
11.61	-0.0988597
11.62	-0.0982461
11.63	-0.101234
11.64	-0.0790545
11.65	-0.0963636
11.66	-0.0770843
11.67	-0.0842164
11.68	-0.101715
11.69	-0.0759562
11.7	-0.0900986
11.71	-0.0637484
11.72	-0.0508595
11.73	-0.0475827
11.74	-0.0173149
11.75	-0.0259734
11.76	-0.00141993
11.77	-0.00043127
11.78	-0.00799631
11.79	0.0148203
11.8	-0.0132841
11.81	-0.0174053
11.82	-0.0278568
11.83	-0.0388591
11.84	-0.0168194
11.85	-0.0372315
11.86	-0.0259194
11.87	-0.0292386
11.88	-0.0402304
11.89	-0.0213914
11.9	-0.0475922
11.91	-0.0297756
11.92	-0.0123223
11.93	0.00261214
11.94	0.0542359
11.95	0.0750239
11.96	0.118662
11.97	0.0998362
11.98	0.0398983
11.99	0.00311811
12	-0.0628177
12.01	-0.0777697
12.02	-0.0981006
12.03	-0.121145
12.04	-0.109709
12.05	-0.13896
12.06	-0.165704
12.07	-0.155131
12.08	0.10673
12.09	0.625822
12.1	0.790315
12.11	0.505898
12.12	0.141116
12.13	-0.0572504
12.14	-0.0949448
12.15	-0.124627
12.16	-0.110647
12.17	-0.110218
12.18	-0.117062
12.19	-0.0912282
12.2	-0.112461
12.21	-0.0949561
12.22	-0.0930042
12.23	-0.0987278
12.24	-0.0723
12.25	-0.0775595
12.26	-0.0513229
12.27	-0.0575615
12.28	-0.0690143
12.29	-0.0430471
12.3	-0.0501315
12.31	-0.0172787
12.32	-0.00602807
12.33	-0.00790718
12.34	0.018318
12.35	-0.00280331
12.36	0.00724804
12.37	-0.0089298
12.38	-0.0431159
12.39	-0.0371239
12.4	-0.0497877
12.41	-0.0203261
12.42	-0.0194835
12.43	-0.0283487
12.44	-0.0146361
12.45	-0.0412382
12.46	-0.0255156
12.47	-0.0280652
12.48	-0.0220335
12.49	0.0227414
12.5	0.0252414
12.51	0.068389
12.52	0.103182
12.53	0.113613
12.54	0.105743
12.55	0.0338104
12.56	-0.00660093
12.57	-0.059787
12.58	-0.0945981
12.59	-0.0857736
12.6	-0.115648
12.61	-0.113935
12.62	-0.136512
12.63	-0.175637
12.64	-0.106191
12.65	0.1875
12.66	0.68369
12.67	0.770661
12.68	0.425023
12.69	0.109311
12.7	-0.0723824
12.71	-0.104698
12.72	-0.117009
12.73	-0.124377
12.74	-0.0976752
12.75	-0.114183
12.76	-0.103066
12.77	-0.106969
12.78	-0.109787
12.79	-0.0864086
12.8	-0.102827
12.81	-0.0826891
12.82	-0.0786795
12.83	-0.0766562
12.84	-0.0460861
12.85	-0.0480725
12.86	-0.0209428
12.87	-0.0193107
12.88	-0.0140977
12.89	0.0223681
12.9	0.00647445
12.91	0.0138389
12.92	-0.000541902
12.93	-0.0161893
12.94	-0.00342407
12.95	-0.0331153
12.96	-0.0317529
12.97	-0.0430206
12.98	-0.0410918
12.99	-0.0166356
13	-0.0431746
13.01	-0.0286423
13.02	-0.0251876
13.03	-0.0321289
13.04	-0.0168771
13.05	-0.0426093
13.06	-0.0266549
13.07	-0.0233737
13.08	-0.0211292
13.09	0.00982327
13.1	0.0213422
13.11	0.0796708
13.12	0.108653
13.13	0.091715
13.14	0.0621703
13.15	-0.0186914
13.16	-0.0542967
13.17	-0.0970975
13.18	-0.122773
13.19	-0.112584
13.2	-0.137402
13.21	-0.131171
13.22	-0.165347
13.23	-0.124509
13.24	0.217438
13.25	0.732834
13.26	0.941711
13.27	0.591118
13.28	0.166331
13.29	-0.0300554
13.3	-0.113972
13.31	-0.113894
13.32	-0.121724
13.33	-0.120479
13.34	-0.103914
13.35	-0.126719
13.36	-0.108006
13.37	-0.11657
13.38	-0.121357
13.39	-0.0968734
13.4	-0.113731
13.41	-0.0908189
13.42	-0.0844946
13.43	-0.0874439
13.44	-0.0660041
13.45	-0.0793038
13.46	-0.052263
13.47	-0.0396755
13.48	-0.0289801
13.49	0.000414118
13.5	-0.00837025
13.51	0.0199773
13.52	0.00924427
13.53	-0.0169428
13.54	-0.0163927
13.55	-0.0445252
13.56	-0.0299445
13.57	-0.0381826
13.58	-0.0461744
13.59	-0.02795
13.6	-0.047988
13.61	-0.0365404
13.62	-0.0421765
13.63	-0.0443744
13.64	-0.018877
13.65	-0.0361581
13.66	-0.0178669
13.67	-0.0104901
13.68	-0.00581782
13.69	0.056696
13.7	0.092156
13.71	0.134217
13.72	0.111345
13.73	0.0752181
13.74	0.0362758
13.75	-0.0375282
13.76	-0.0653379
13.77	-0.104965
13.78	-0.112702
13.79	-0.112378
13.8	-0.134807
13.81	-0.135506
13.82	-0.167361
13.83	0.00483418
13.84	0.48951
13.85	0.924523
13.86	0.842298
13.87	0.385417
13.88	0.0528528
13.89	-0.0779204
13.9	-0.136636
13.91	-0.11593
13.92	-0.123641
13.93	-0.115532
13.94	-0.104007
13.95	-0.131288
13.96	-0.108789
13.97	-0.115935
13.98	-0.107209
13.99	-0.09185
14	-0.104187
14.01	-0.0775587
14.02	-0.0843641
14.03	-0.0699922
14.04	-0.0471326
14.05	-0.0608901
14.06	-0.0238765
14.07	-0.0133321
14.08	0.00318568
14.09	0.0145976
14.1	-0.0109698
14.11	0.0146012
14.12	-0.00538308
14.13	-0.0168172
14.14	-0.0137885
14.15	-0.0396734
14.16	-0.0283714
14.17	-0.0459577
14.18	-0.0431152
14.19	-0.0266505
14.2	-0.0424122
14.21	-0.021483
14.22	-0.0320635
14.23	-0.0286975
14.24	-0.010879
14.25	-0.0313923
14.26	-0.0240827
14.27	-0.044645
14.28	-0.0356839
14.29	-0.0107152
14.3	-0.00796433
14.31	0.0405783
14.32	0.0662502
14.33	0.109453
14.34	0.119752
14.35	0.0571694
